A pessoa tem nome AARON BALTHAZAR BELO. Teve cadastro na base unificada em 08/05/20 17:26:55,000000. Atualizado em 08/05/20 17:26:55,000000. Essa pessoa nasceu em 19/05/38 00:00:00,000000. Tem sexo I. Tem o endereço DIUMER SCHNEIDER, número 9038, bairro VICTORIA II. Estado RS. De CEP 99709012. Tem telefone 11 957857020. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 86265355031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ROBERTO SEQUEIRA HENRIQUE. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 07/01/44 00:00:00,000000. Tem sexo M. Tem o endereço JOAQUIM BARBOSA DE ALMEIDA, número 1661, bairro JARDIM ITAMARACA. Estado MS. De CEP 79062340. Tem telefone 51 955593534. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD .Essa pessoa tem documento 12667285891, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ROBERTO SEQUEIRA HENRIQUE. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 07/01/44 00:00:00,000000. Tem sexo M. Tem o endereço JOAQUIM BARBOSA DE ALMEIDA, número 1661, bairro JARDIM ITAMARACA. Estado MS. De CEP 79062340. Tem telefone 51 955593534. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12667285891, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ROBERTO SEQUEIRA HENRIQUE. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 07/01/44 00:00:00,000000. Tem sexo M. Tem o endereço JOAQUIM BARBOSA DE ALMEIDA, número 1661, bairro JARDIM ITAMARACA. Estado MS. De CEP 79062340. Tem telefone 51 955593534. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12667285891, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome EDIVALDO VARELA AUGUSTO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 07/12/76 00:00:00,000000. Tem sexo M. Tem o endereço ONZE 1403, número , bairro PARQUE CIDADE CAMPINAS. Estado SP. De CEP 13069069. Tem telefone 42 935458465. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12687814288, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MATEUS RODRIGUES CARVALHO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/51 00:00:00,000000. Tem sexo M. Tem o endereço IDALINA PIMENTEL 769, número , bairro NUCLEO HABITACIONAL DOUTOR ANIZ BADRA. Estado SP. De CEP 17511843. Tem telefone 61 933793379. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 12716146853, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MATEUS RODRIGUES CARVALHO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/51 00:00:00,000000. Tem sexo M. Tem o endereço IDALINA PIMENTEL 769, número , bairro NUCLEO HABITACIONAL DOUTOR ANIZ BADRA. Estado SP. De CEP 17511843. Tem telefone 61 933793379. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 12716146853, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MATEUS RODRIGUES CARVALHO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/51 00:00:00,000000. Tem sexo M. Tem o endereço IDALINA PIMENTEL 769, número , bairro NUCLEO HABITACIONAL DOUTOR ANIZ BADRA. Estado SP. De CEP 17511843. Tem telefone 61 933793379. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD EXERCICIO REGULAR DO DIREITO.Essa pessoa tem documento 12716146853, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MATEUS RODRIGUES CARVALHO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/51 00:00:00,000000. Tem sexo M. Tem o endereço IDALINA PIMENTEL 769, número , bairro NUCLEO HABITACIONAL DOUTOR ANIZ BADRA. Estado SP. De CEP 17511843. Tem telefone 61 933793379. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12716146853, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MATEUS RODRIGUES CARVALHO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/51 00:00:00,000000. Tem sexo M. Tem o endereço IDALINA PIMENTEL 769, número , bairro NUCLEO HABITACIONAL DOUTOR ANIZ BADRA. Estado SP. De CEP 17511843. Tem telefone 61 933793379. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12716146853, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ARIOSVALDO SANTO GOMES. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 20/02/51 00:00:00,000000. Tem sexo M. Tem o endereço WILSON BICUDO DE ALMEIDA, número 1801, bairro VILA SAO GONCALO. Estado SP. De CEP 18206640. Tem telefone 11 968282650. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12763572812, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ARIOSVALDO SANTO GOMES. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 20/02/51 00:00:00,000000. Tem sexo M. Tem o endereço WILSON BICUDO DE ALMEIDA, número 1801, bairro VILA SAO GONCALO. Estado SP. De CEP 18206640. Tem telefone 11 968282650. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12763572812, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CELESTINO YAMAGUTI JESUS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 14/04/17 00:00:00,000000. Tem sexo M. Tem o endereço PONTAL, número 4778, bairro LAMI. Estado RS. De CEP 91787680. Tem telefone 98 922019131. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 12804399397, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CELESTINO YAMAGUTI JESUS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 14/04/17 00:00:00,000000. Tem sexo M. Tem o endereço PONTAL, número 4778, bairro LAMI. Estado RS. De CEP 91787680. Tem telefone 98 922019131. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12804399397, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CELESTINO YAMAGUTI JESUS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 14/04/17 00:00:00,000000. Tem sexo M. Tem o endereço PONTAL, número 4778, bairro LAMI. Estado RS. De CEP 91787680. Tem telefone 98 922019131. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 12804399397, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CELESTINO YAMAGUTI JESUS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 14/04/17 00:00:00,000000. Tem sexo M. Tem o endereço PONTAL, número 4778, bairro LAMI. Estado RS. De CEP 91787680. Tem telefone 98 922019131. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12804399397, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CELESTINO YAMAGUTI JESUS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 14/04/17 00:00:00,000000. Tem sexo M. Tem o endereço PONTAL, número 4778, bairro LAMI. Estado RS. De CEP 91787680. Tem telefone 98 922019131. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12804399397, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome DAIANA F SILVA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 04/01/37 00:00:00,000000. Tem sexo F. Tem o endereço QUADRA 3, número 7790, bairro JOAO PAULO II. Estado BA. De CEP 48914160. Tem telefone 31 942828898. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12809469547, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome DAIANA F SILVA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 04/01/37 00:00:00,000000. Tem sexo F. Tem o endereço QUADRA 3, número 7790, bairro JOAO PAULO II. Estado BA. De CEP 48914160. Tem telefone 31 942828898. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12809469547, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome DAIANA F SILVA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 04/01/37 00:00:00,000000. Tem sexo F. Tem o endereço QUADRA 3, número 7790, bairro JOAO PAULO II. Estado BA. De CEP 48914160. Tem telefone 31 942828898. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD EXERCICIO REGULAR DO DIREITO.Essa pessoa tem documento 12809469547, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome DAIANA F SILVA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 04/01/37 00:00:00,000000. Tem sexo F. Tem o endereço QUADRA 3, número 7790, bairro JOAO PAULO II. Estado BA. De CEP 48914160. Tem telefone 31 942828898. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12809469547, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome DAIANA F SILVA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 04/01/37 00:00:00,000000. Tem sexo F. Tem o endereço QUADRA 3, número 7790, bairro JOAO PAULO II. Estado BA. De CEP 48914160. Tem telefone 31 942828898. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 12809469547, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome DAIANA F SILVA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 04/01/37 00:00:00,000000. Tem sexo F. Tem o endereço QUADRA 3, número 7790, bairro JOAO PAULO II. Estado BA. De CEP 48914160. Tem telefone 31 942828898. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12809469547, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SUELI COSENTINO LINS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/92 00:00:00,000000. Tem sexo F. Tem o endereço LEONARDO LOURENCO FELIX NUNES, número 6710, bairro JARDIM DOM PEDRO I. Estado SP. De CEP 14802267. Tem telefone 27 933597984. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12817979109, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SUELI COSENTINO LINS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/92 00:00:00,000000. Tem sexo F. Tem o endereço LEONARDO LOURENCO FELIX NUNES, número 6710, bairro JARDIM DOM PEDRO I. Estado SP. De CEP 14802267. Tem telefone 27 933597984. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 12817979109, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SUELI COSENTINO LINS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/92 00:00:00,000000. Tem sexo F. Tem o endereço LEONARDO LOURENCO FELIX NUNES, número 6710, bairro JARDIM DOM PEDRO I. Estado SP. De CEP 14802267. Tem telefone 27 933597984. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12817979109, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SUELI COSENTINO LINS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/92 00:00:00,000000. Tem sexo F. Tem o endereço LEONARDO LOURENCO FELIX NUNES, número 6710, bairro JARDIM DOM PEDRO I. Estado SP. De CEP 14802267. Tem telefone 27 933597984. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12817979109, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SUELI COSENTINO LINS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 17/08/92 00:00:00,000000. Tem sexo F. Tem o endereço LEONARDO LOURENCO FELIX NUNES, número 6710, bairro JARDIM DOM PEDRO I. Estado SP. De CEP 14802267. Tem telefone 27 933597984. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 12817979109, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NATALIA ZANARDI FERREIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 26/02/83 00:00:00,000000. Tem sexo F. Tem o endereço SANTA MARIA GORETI, número 1383, bairro VILA SAO JOSE. Estado MG. De CEP 37903600. Tem telefone 11 959539983. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10001858424, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NATALIA ZANARDI FERREIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 26/02/83 00:00:00,000000. Tem sexo F. Tem o endereço SANTA MARIA GORETI, número 1383, bairro VILA SAO JOSE. Estado MG. De CEP 37903600. Tem telefone 11 959539983. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10001858424, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NATALIA ZANARDI FERREIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 26/02/83 00:00:00,000000. Tem sexo F. Tem o endereço SANTA MARIA GORETI, número 1383, bairro VILA SAO JOSE. Estado MG. De CEP 37903600. Tem telefone 11 959539983. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD .Essa pessoa tem documento 10001858424, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NATALIA ZANARDI FERREIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 26/02/83 00:00:00,000000. Tem sexo F. Tem o endereço SANTA MARIA GORETI, número 1383, bairro VILA SAO JOSE. Estado MG. De CEP 37903600. Tem telefone 11 959539983. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10001858424, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
